1,693
1,692
1,696
1,699
1,711
1,699
1,689
1,697
1,693
1,701
1,692
1,689
1,692
1,698
1,707
1,710
1,703
1,709
1,697
1,705
1,702
1,698
1,694
1,700
1,698
1,706
1,699
1,707
1,701
1,724
1,723
1,725
1,722
1,707
1,716
1,716
1,707
1,704
1,694
1,705
1,704
1,706
1,713
1,709
1,705
1,713
1,703
1,709
1,711
1,717
1,712
1,720
1,716
1,714
1,707
1,708
1,699
1,711
1,698
1,707
1,707
1,706
1,707
1,704
1,702
1,710
1,712
1,709
1,704
1,708
1,711
1,705
1,706
1,703
1,695
1,693
1,690
1,699
1,694
1,698
1,697
1,701
1,703
1,704
1,703
1,705
1,695
1,707
1,703
1,697
1,704
1,694
1,683
1,678
1,664
1,671
1,694
1,722
1,722
1,718
1,721
1,713
1,718
1,715
1,718
1,718
1,717
1,725
1,727
1,730
1,738
1,731
1,737
1,739
1,722
1,732
1,722
1,729
1,729
1,724
1,726
1,720
1,726
1,728
1,721
1,727
1,717
1,724
1,718
1,725
1,717
1,717
1,720
1,720
1,705
1,713
1,705
1,716
1,705
1,717
1,727
1,722
1,717
1,722
1,719
1,724
1,700
1,704
1,693
1,691
1,701
1,700
1,693
1,696
1,700
1,704
1,694
1,694
1,694
1,697
1,702
1,691
1,685
1,687
1,684
1,693
1,692
1,687
1,691
1,685
1,692
1,689
1,684
1,697
1,689
1,685
1,688
1,688
1,694
1,700
1,720
1,718
1,715
1,752
1,730
1,728
1,721
1,712
1,719
1,713
1,712
1,708
1,704
1,711
1,701
1,721
1,710
1,696
1,703
1,696
1,704
1,702
1,699
1,699
1,702
1,707
1,702
1,704
1,710
1,714
1,716
1,720
1,713
1,713
1,709
1,717
1,708
1,712
1,715
1,705
1,701
1,707
1,705
1,713
1,711
1,719
1,717
1,713
1,711
1,710
1,702
1,705
1,697
1,695
1,686
1,684
1,669
1,689
1,694
1,696
1,698
1,698
1,675
1,691
1,680
1,692
1,691
1,685
1,687
1,682
1,668
1,686
1,685
1,687
1,673
1,988
1,681
1,669
1,670
1,663
1,660
1,664
1,656
1,663
1,656
1,666
1,688
1,688
1,687
1,690
1,689
1,694
1,680
1,694
1,696
1,692
1,701
1,693
1,695
1,684
1,674
1,680
1,661
1,674
1,678
1,668
1,668
1,670
1,676
1,675
1,674
1,682
1,676
1,694
1,693
1,698
1,702
1,703
1,707
1,707
1,707
1,704
1,696
1,701
1,700
1,703
1,707
1,701
1,710
1,697
1,695
1,697
1,701
1,718
1,719
1,717
1,713
1,717
1,717
1,724
1,721
1,735
1,722
1,733
1,726
1,725
1,723
1,719
1,928
1,715
1,722
1,726
1,716
1,733
1,731
1,734
1,744
3,949
1,771
1,727
1,713
1,736
1,729
1,733
1,730
1,730
1,727
1,715
1,720
1,737
1,733
1,734
1,735
1,729
1,733
1,729
1,730
1,726
1,712
1,718
1,720
1,722
1,716
1,728
1,719
1,721
1,730
1,725
1,722
1,731
1,719
1,729
1,718
1,721
1,726
1,723
1,729
1,728
1,726
1,729
1,724
1,729
1,734
1,725
1,717
1,722
1,713
1,711
1,698
1,706
1,687
1,702
1,700
1,690
1,687
1,684
1,691
1,684
1,671
1,683
1,675
1,687
1,691
1,689
1,684
1,696
1,699
1,698
1,697
1,709
1,707
1,710
1,702
1,704
1,738
1,707
1,697
1,709
1,715
1,723
1,710
1,726
1,732
1,721
1,726
1,720
1,730
1,725
1,721
1,721
1,724
1,724
1,730
1,733
1,746
1,740
1,730
1,736
1,729
1,731
1,714
1,727
1,720
1,725
1,721
1,721
1,712
1,719
1,718
1,725
1,711
1,723
1,723
1,726
1,713
1,720
1,710
1,715
1,709
1,720
1,879
1,937
1,722
1,720
1,728
1,725
1,713
1,726
1,721
1,731
1,726
1,736
1,736
1,725
1,726
1,723
1,715
1,723
1,722
1,729
1,724
1,724
1,730
1,733
1,732
1,731
1,744
1,751
1,735
1,748
1,743
1,732
1,737
1,732
1,731
1,733
1,736
1,741
1,725
1,741
1,731
1,732
1,725
1,732
1,725
1,732
1,719
1,728
1,719
1,731
1,730
1,734
1,718
1,713
1,707
1,700
1,689
1,694
1,686
1,688
1,686
1,694
1,702
1,691
1,690
1,692
1,688
1,695
1,675
1,682
1,683
1,681
1,691
1,690
1,701
1,705
1,698
1,710
1,707
1,715
1,718
1,717
1,717
1,703
1,699
1,707
1,711
1,735
1,717
1,714
1,714
1,740
1,738
1,750
1,731
1,731
1,717
1,723
1,711
1,719
1,718
1,705
1,723
1,720
1,720
1,723
1,715
1,719
1,720
1,718
1,714
1,719
1,717
1,718
1,713
1,719
1,703
1,708
1,696
1,705
1,703
1,705
1,707
1,703
1,709
1,709
1,705
1,716
1,705
1,695
1,698
1,724
1,718
1,716
1,727
1,737
1,726
1,734
1,740
3,851
1,833
1,730
1,727
1,727
1,728
1,730
1,732
1,743
1,744
1,738
1,736
1,732
1,733
1,723
1,717
1,721
1,707
1,717
1,707
1,719
1,709
1,718
1,718
1,724
1,721
1,732
1,721
1,728
1,729
1,729
1,733
1,726
1,727
1,721
1,708
1,721
1,714
1,718
1,723
1,714
1,711
1,707
1,691
1,699
1,687
1,690
1,685
1,690
1,693
2,058
1,711
1,707
1,694
1,692
1,685
1,691
1,685
1,690
1,680
1,677
1,688
1,686
1,682
1,688
1,682
1,691
1,679
1,703
1,700
1,710
1,803
1,712
1,693
1,695
1,687
1,690
1,686
1,698
1,702
1,700
1,698
1,692
1,701
1,712
1,709
2,227
1,717
1,710
1,705
1,706
1,711
1,702
1,695
1,706
1,696
1,710
1,695
1,704
1,692
1,697
1,694
1,705
1,702
1,707
1,701
1,710
1,701
1,701
1,696
1,693
1,692
1,684
1,685
1,682
1,676
1,688
1,691
1,682
1,679
1,659
1,662
1,663
1,664
1,677
1,662
1,681
1,670
1,674
1,665
1,664
3,046
1,693
1,684
1,684
1,666
1,676
1,678
1,664
1,673
1,679
1,681
1,677
1,672
1,667
1,656
1,665
1,678
1,676
1,672
1,683
1,683
1,688
1,679
1,691
1,687
1,694
1,695
1,695
1,710
1,704
1,707
1,722
1,720
1,714
1,702
1,701
1,702
1,690
1,699
1,703
1,697
1,713
1,706
1,714
1,717
1,706
1,701
1,703
1,707
1,705
1,708
1,703
1,700
1,737
1,731
1,739
1,740
1,728
1,735
1,725
1,732
3,944
1,734
1,745
1,773
3,965
2,021
1,717
1,725
1,728
1,726
1,753
1,738
1,737
1,738
1,734
1,734
1,737
1,733
1,735
1,728
1,741
1,720
1,729
1,730
1,725
1,722
1,723
1,725
1,729
1,719
1,724
1,712
1,720
1,710
1,714
1,712
1,707
1,708
1,704
1,696
1,704
1,693
1,704
1,703
1,701
1,708
1,715
1,720
1,729
1,725
1,731
1,725
1,734
1,737
1,731
1,728
1,729
1,727
1,733
1,720
1,728
1,713
1,721
1,723
1,720
1,723
1,716
1,719
1,719
1,713
1,720
1,714
1,718
1,714
1,709
1,704
1,691
1,691
1,697
1,692
1,703
1,692
1,700
1,703
1,696
1,699
1,690
1,691
1,696
1,688
1,694
1,684
1,679
1,680
1,689
1,699
1,695
1,695
1,698
1,695
1,708
1,705
1,698
1,689
1,692
1,694
1,691
1,690
1,704
1,706
1,714
1,717
1,713
1,710
1,717
1,739
1,739
1,750
1,964
1,740
1,732
1,718
1,719
1,718
1,714
1,713
1,715
1,712
1,720
1,711
1,724
1,717
1,714
1,713
1,711
1,709
1,721
1,718
1,721
1,714
1,724
1,714
1,716
1,718
1,719
1,721
1,722
1,710
1,716
1,707
1,718
1,718
1,711
1,703
1,706
1,702
1,709
1,699
1,700
1,688
1,699
1,699
1,696
1,697
1,695
1,692
1,697
1,695
1,697
1,688
1,692
1,692
1,697
1,706
1,711
1,694
1,704
2,334
1,724
1,710
1,712
1,707
1,705
1,712
1,703
1,693
1,707
1,713
1,717
1,720
1,718
1,729
1,726
1,737
1,737
1,734
1,746
1,770
1,789
1,742
1,747
1,745
1,744
1,737
1,734
1,726
1,723
1,710
1,715
1,715
1,709
1,704
1,705
1,725
1,719
1,711
1,719
1,712
1,721
1,716
1,711
1,724
1,724
1,727
1,729
1,723
1,733
1,725
1,793
1,732
1,734
1,738
1,736
1,741
3,172
1,757
1,742
1,733
1,739
1,746
4,009
1,719
2,056
1,724
1,733
1,731
1,747
1,735
1,736
1,727
1,728
1,732
1,730
1,729
1,729
1,721
1,730
1,720
1,731
1,717
1,715
1,718
1,720
1,715
1,721
1,713
1,724
1,717
1,724
1,736
3,883
1,749
1,722
1,720
1,730
1,724
1,724
1,714
1,718
1,710
1,721
1,723
1,717
1,703
1,715
1,704
1,710
1,707
1,706
1,687
1,680
1,689
1,685
1,682
1,710
1,699
1,720
1,705
1,712
1,717
1,720
1,723
1,724
1,717
1,722
1,711
1,717
1,702
1,699
1,695
1,697
1,699
1,695
1,691
1,695
1,683
1,700
1,691
1,697
1,692
1,688
1,685
1,694
1,685
1,695
1,684
1,692
1,685
1,682
1,675
1,676
1,681
1,690
1,683
1,701
1,693
1,705
1,703
1,704
1,714
1,714
1,714
1,714
1,703
1,711
1,709
1,716
1,724
1,721
1,726
1,729
1,724
1,729
1,717
1,722
1,715
1,723
1,714
1,717
1,718
1,728
1,713
1,720
1,706
1,720
1,708
1,722
1,715
1,709
1,714
1,703
1,701
1,704
1,690
1,702
1,698
1,709
1,700
1,712
1,713
1,727
1,719
1,736
1,732
3,972
1,740
1,742
1,738
1,735
1,736
1,726
1,723
1,728
1,716
1,718
1,715
1,715
1,706
1,700
1,699
1,707
1,703
1,712
1,699
1,716
1,711
1,721
1,714
1,709
1,713
1,717
1,710
1,715
1,705
1,712
1,716
1,711
1,708
1,708
1,706
1,711
1,701
1,702
1,685
1,693
1,684
1,697
1,696
1,693
1,691
1,694
1,687
1,697
1,680
1,687
1,689
1,690
1,691
1,690
1,684
1,694
1,683
1,700
1,699
1,715
1,718
1,725
1,723
1,730
1,729
1,722
1,717
1,725
1,714
1,721
1,705
1,719
1,721
1,714
1,708
1,725
1,707
1,718
1,703
1,703
1,697
1,696
1,696
1,707
1,709
1,714
1,713
1,737
1,728
1,744
1,738
1,738
1,736
1,739
1,730
1,739
1,787
1,745
2,531
1,752
1,747
1,735
1,726
1,716
1,730
1,740
1,728
1,740
1,736
1,737
1,734
1,734
1,734
1,725
1,708
1,718
1,709
1,728
1,723
1,730
1,730
1,735
1,738
1,743
1,762
1,862
1,795
1,792
1,781
1,747
1,748
1,739
1,736
1,736
1,729
1,740
1,733
1,745
1,734
1,732
1,736
1,743
1,741
1,740
1,734
1,737
1,730
1,738
1,741
1,725
1,722
1,730
1,734
1,735
2,984
1,730
1,715
1,717
1,712
1,709
1,718
1,717
1,715
1,719
1,709
1,713
1,699
1,710
1,708
1,713
1,708
1,701
1,704
1,710
1,700
1,713
1,699
1,710
1,712
1,707
1,710
1,707
1,696
1,700
1,694
1,701
1,693
1,707
1,696
1,705
1,706
1,700
1,702
1,712
1,708
1,710
1,699
1,706
1,696
1,697
1,709
1,719
1,716
1,732
1,718
1,724
1,715
1,709
1,709
1,711
1,715
1,707
1,704
1,704
1,695
1,698
1,697
1,692
1,695
1,694
1,692
1,687
1,677
1,682
1,683
1,693
1,688
1,686
1,682
1,680
1,676
1,688
1,680
1,685
1,675
1,694
1,691
1,702
1,705
1,709
1,698
1,703
1,693
1,705
1,688
1,701
1,697
1,690
1,687
1,681
1,673
1,673
1,669
1,683
1,676
1,688
1,682
1,687
1,686
1,682
1,675
1,681
1,673
1,684
1,683
1,688
1,694
1,697
1,697
1,696
1,697
1,706
1,705
1,725
1,708
1,720
1,716
1,802
1,719
1,714
1,707
1,714
1,698
1,721
1,715
1,718
1,720
1,717
1,718
1,715
1,713
1,715
1,712
1,714
1,705
1,708
1,701
1,698
1,707
1,702
1,695
1,704
1,712
1,721
1,711
1,714
1,716
1,714
1,715
1,716
1,704
1,706
1,698
1,711
1,712
1,709
1,712
1,704
1,703
1,705
1,711
1,751
1,722
1,713
1,700
1,704
1,691
1,703
1,700
1,702
1,693
1,699
1,690
1,711
1,704
1,708
1,716
1,719
1,726
1,721
1,715
1,724
1,718
1,725
1,717
1,721
1,719
1,716
1,723
1,720
1,716
1,729
1,711
1,726
1,720
1,719
1,724
1,714
1,717
1,720
1,730
1,732
1,730
1,727
1,722
1,715
1,713
1,737
1,713
1,709
1,699
1,700
1,701
1,703
1,698
1,709
1,716
1,706
1,699
1,709
1,719
1,706
1,688
1,688
1,686
1,681
1,682
1,679
1,670
1,665
1,668
1,669
1,657
1,672
1,680
1,655
1,665
1,668
1,676
1,680
1,677
1,697
1,683
1,692
1,684
1,688
1,678
1,673
1,679
1,683
1,667
1,680
1,673
1,686
1,701
1,695
1,703
1,701
1,704
1,715
1,708
1,720
1,710
1,708
1,706
1,703
1,712
1,718
3,407
1,729
1,722
1,730
1,757
2,891
1,730
1,714
1,718
1,709
1,704
1,723
1,714
1,732
1,719
1,721
1,715
1,716
1,715
1,715
1,701
1,708
1,704
1,720
1,715
1,718
1,722
1,721
1,717
1,715
1,713
1,716
1,706
1,718
1,719
1,718
1,717
1,715
1,711
1,712
1,703
1,710
1,688
1,700
1,697
1,700
1,709
1,725
1,723
1,728
1,722
1,733
1,727
1,721
1,719
1,716
1,729
1,712
1,715
1,707
1,701
1,710
1,711
1,718
1,722
1,707
1,702
1,709
1,702
1,704
1,689
1,703
1,687
1,696
1,693
1,681
1,687
1,686
1,672
1,680
1,673
1,688
1,677
1,681
1,682
1,693
1,706
1,715
1,712
1,722
1,715
1,721
1,709
1,724
1,721
1,718
1,728
1,726
1,716
1,723
1,713
1,731
1,716
1,710
1,716
1,721
1,727
1,723
1,717
1,733
1,721
1,737
1,730
1,729
1,718
1,717
1,721
1,706
1,700
1,708
1,724
1,709
1,716
1,712
1,702
1,709
1,714
1,719
1,706
1,730
1,717
1,725
1,728
1,722
1,712
1,709
1,696
1,707
1,705
1,709
1,696
1,694
1,698
1,703
1,710
1,711
1,706
1,705
1,701
1,712
1,701
1,719
1,715
1,720
1,712
1,711
1,716
1,722
1,714
1,720
1,723
1,727
1,729
1,729
1,729
1,723
1,722
1,734
1,717
1,728
1,718
1,722
1,723
1,715
1,724
1,714
1,722
1,718
1,710
1,717
1,712
1,715
1,714
1,708
1,708
1,710
1,708
1,714
1,707
1,710
1,705
1,705
1,700
1,706
1,711
1,746
1,717
1,703
1,700
1,703
1,704
1,710
1,706
1,695
1,703
1,702
1,692
1,698
1,688
1,699
1,699
1,706
1,703
1,707
1,714
1,708
1,709
1,712
1,702
1,708
1,703
1,709
1,704
1,697
1,701
1,706
1,704
1,711
1,702
1,715
1,713
1,715
1,719
1,715
1,724
1,725
1,726
1,735
1,727
1,732
1,727
1,722
1,724
1,721
1,728
1,731
1,727
1,723
1,715
1,718
1,724
1,716
1,715
1,709
1,713
1,713
1,703
1,705
1,700
1,700
1,699
1,706
1,697
1,687
1,684
1,685
1,678
1,684
1,677
1,684
1,683
1,683
1,694
1,694
1,699
1,712
1,715
1,712
1,703
1,701
1,712
1,709
1,707
1,708
1,704
1,706
1,700
1,702
1,699
1,694
1,703
1,702
1,709
1,694
1,704
1,715
1,709
1,717
1,712
1,706
1,716
1,702
1,704
1,703
1,705
1,713
1,709
1,713
1,705
1,707
1,708
1,694
1,702
1,698
1,701
1,696
1,698
1,701
1,707
1,697
1,703
1,704
1,706
1,710
1,712
1,724
1,711
1,719
1,720
1,719
1,720
1,708
2,074
1,707
1,707
1,728
1,730
1,729
1,721
1,709
1,716
1,710
1,722
1,726
1,727
1,735
1,732
1,733
1,744
1,768
1,733
1,726
1,731
1,731
1,728
1,726
1,717
1,718
1,715
1,718
1,723
1,724
1,717
1,714
1,713
1,717
1,714
1,714
1,717
1,711
1,713
1,702
1,696
1,700
1,694
1,695
1,687
1,682
1,685
1,675
1,692
1,679
1,683
1,684
1,680
1,677
1,679
1,687
1,684
1,677
1,680
1,686
1,685
1,690
1,687
1,685
1,676
1,678
1,682
1,687
1,697
1,694
1,701
1,706
1,706
1,705
1,693
1,688
1,702
1,696
1,709
1,707
1,712
1,715
1,718
1,718
1,722
1,890
3,770
1,723
1,725
1,716
1,719
1,722
1,722
1,712
1,711
1,710
1,717
1,710
1,712
1,710
1,705
1,703
1,701
1,704
1,709
1,705
1,709
1,709
1,716
1,715
1,701
1,710
1,716
1,709
1,715
1,721
1,730
1,723
1,730
1,738
1,737
1,738
1,734
1,733
1,737
1,734
1,734
1,729
1,729
1,725
1,728
1,736
1,899
1,742
1,733
